ProductKey,StandardCost,FinishedGoodsFlag,Color,Weight,SafetyStockLevel,ReorderPoint,ListPrice,SizeRange,Size,SizeUnitMeasureCode,WeightUnitMeasureCode,DaysToManufacture,ProductLine,DealerPrice,Class,Style,ModelName,EnglishDescription,StartDate,EndDate,Status,ProductName,SubCategory,Category
378,1554.9479,TRUE,Black,15.42,100,75,2443.35,48-52 CM,52,CM,LB,4,R,1466.01,H,U,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",7/1/2003 00:00,,Current,"Road-250 Black, 52",Road Bikes,Bikes
380,1554.9479,TRUE,Black,15.68,100,75,2443.35,54-58 CM,58,CM,LB,4,R,1466.01,H,U,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",7/1/2003 00:00,,Current,"Road-250 Black, 58",Road Bikes,Bikes
348,1898.0944,TRUE,Black,20.35,100,75,3374.99,38-40 CM,38,CM,LB,4,M,2024.994,H,U,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",7/1/2001 00:00,6/30/2002 00:00,,"Mountain-100 Black, 38",Mountain Bikes,Bikes
349,1898.0944,TRUE,Black,20.77,100,75,3374.99,42-46 CM,42,CM,LB,4,M,2024.994,H,U,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",7/1/2001 00:00,6/30/2002 00:00,,"Mountain-100 Black, 42",Mountain Bikes,Bikes
350,1898.0944,TRUE,Black,21.13,100,75,3374.99,42-46 CM,44,CM,LB,4,M,2024.994,H,U,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",7/1/2001 00:00,6/30/2002 00:00,,"Mountain-100 Black, 44",Mountain Bikes,Bikes
351,1898.0944,TRUE,Black,21.42,100,75,3374.99,48-52 CM,48,CM,LB,4,M,2024.994,H,U,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",7/1/2001 00:00,6/30/2002 00:00,,"Mountain-100 Black, 48",Mountain Bikes,Bikes
344,1912.1544,TRUE,Silver,20.35,100,75,3399.99,38-40 CM,38,CM,LB,4,M,2039.994,H,U,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",7/1/2001 00:00,6/30/2002 00:00,,"Mountain-100 Silver, 38",Mountain Bikes,Bikes
345,1912.1544,TRUE,Silver,20.77,100,75,3399.99,42-46 CM,42,CM,LB,4,M,2039.994,H,U,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",7/1/2001 00:00,6/30/2002 00:00,,"Mountain-100 Silver, 42",Mountain Bikes,Bikes
346,1912.1544,TRUE,Silver,21.13,100,75,3399.99,42-46 CM,44,CM,LB,4,M,2039.994,H,U,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",7/1/2001 00:00,6/30/2002 00:00,,"Mountain-100 Silver, 44",Mountain Bikes,Bikes
347,1912.1544,TRUE,Silver,21.42,100,75,3399.99,48-52 CM,48,CM,LB,4,M,2039.994,H,U,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",7/1/2001 00:00,6/30/2002 00:00,,"Mountain-100 Silver, 48",Mountain Bikes,Bikes
310,2171.2942,TRUE,Red,15,100,75,3578.27,60-62 CM,62,CM,LB,4,R,2146.962,H,U,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",7/1/2001 00:00,6/30/2002 00:00,,"Road-150 Red, 62",Road Bikes,Bikes
311,2171.2942,TRUE,Red,13.77,100,75,3578.27,42-46 CM,44,CM,LB,4,R,2146.962,H,U,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",7/1/2001 00:00,6/30/2002 00:00,,"Road-150 Red, 44",Road Bikes,Bikes
312,2171.2942,TRUE,Red,14.13,100,75,3578.27,48-52 CM,48,CM,LB,4,R,2146.962,H,U,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",7/1/2001 00:00,6/30/2002 00:00,,"Road-150 Red, 48",Road Bikes,Bikes
313,2171.2942,TRUE,Red,14.42,100,75,3578.27,48-52 CM,52,CM,LB,4,R,2146.962,H,U,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",7/1/2001 00:00,6/30/2002 00:00,,"Road-150 Red, 52",Road Bikes,Bikes
314,2171.2942,TRUE,Red,14.68,100,75,3578.27,54-58 CM,56,CM,LB,4,R,2146.962,H,U,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",7/1/2001 00:00,6/30/2002 00:00,,"Road-150 Red, 56",Road Bikes,Bikes
